fname,labels
040d2615.wav,Child_speech_and_kid_speaking
0413fb41.wav,Fart
0418490e.wav,Chewing_and_mastication
0430a0a5.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
0435216a.wav,Keys_jangling
04371c4d.wav,Fart
045cae2f.wav,Traffic_noise_and_roadway_noise
045f2252.wav,Bus
0468b055.wav,Car_passing_by
04763f39.wav,Squeak
047fd092.wav,Marimba_and_xylophone
04933b8f.wav,Church_bell
04b781ac.wav,Harmonica
04b8360a.wav,Cricket
04b8c8e3.wav,Cricket
04c06635.wav,"Fill_(with_liquid),Sink_(filling_or_washing)"
04c29af8.wav,Crackle
04d00566.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
04e02685.wav,Female_speech_and_woman_speaking
04e39f30.wav,Sigh
04eb6226.wav,Marimba_and_xylophone
051712da.wav,"Slam,Microwave_oven"
055a129d.wav,Skateboard
0566dc0a.wav,Trickle_and_dribble
0569539d.wav,Shatter
0576e3aa.wav,Female_speech_and_woman_speaking
058b172c.wav,Drawer_open_or_close
0595bce6.wav,Marimba_and_xylophone
0596c9ab.wav,Meow
059ed432.wav,Chewing_and_mastication
05a717e6.wav,Male_singing
05a73283.wav,Buzz
05be25ad.wav,Shatter
05da599c.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
05e4ad19.wav,Cupboard_open_or_close
05f712bc.wav,Male_singing
062bb637.wav,Computer_keyboard
062c5de8.wav,Bass_guitar
06396c9c.wav,Electric_guitar
0645e281.wav,"Motorcycle,Traffic_noise_and_roadway_noise"
065b70db.wav,Waves_and_surf
065baacf.wav,Chewing_and_mastication
066d37c4.wav,Microwave_oven
067f2a39.wav,"Car_passing_by,Traffic_noise_and_roadway_noise"
06837b71.wav,Writing
068749d3.wav,Female_singing
069d8df9.wav,Finger_snapping
06a3972b.wav,Bus
06aa0e9b.wav,Sneeze
06bac16d.wav,Meow
06bf4f49.wav,Child_speech_and_kid_speaking
06cceadb.wav,"Raindrop,Drip"
06e33c49.wav,Crackle
06f30dec.wav,"Raindrop,Drip"
07019167.wav,Buzz
07132e5a.wav,Toilet_flush
07241537.wav,"Motorcycle,Accelerating_and_revving_and_vroom"
074a72f0.wav,Bicycle_bell
07504c4a.wav,Meow
0756d92d.wav,Microwave_oven
075ee9f7.wav,Buzz
07641674.wav,Harmonica
076f25a3.wav,Keys_jangling
0779b260.wav,Writing
07889e0f.wav,Cupboard_open_or_close
078987a1.wav,Marimba_and_xylophone
078ca620.wav,Motorcycle
07962422.wav,Slam
079bf888.wav,"Raindrop,Drip"
07aab99a.wav,Crackle
07ab12fe.wav,Chewing_and_mastication
07ad601e.wav,Harmonica
07ae7e64.wav,Buzz
07b01fb0.wav,"Applause,Crowd,Cheering"
07c9abde.wav,Tap
07cc5d69.wav,Marimba_and_xylophone
07d58bea.wav,Marimba_and_xylophone
07d899ed.wav,Church_bell
07db9e55.wav,Toilet_flush
07dd3742.wav,Car_passing_by
0808a6a6.wav,Female_singing
08125947.wav,Microwave_oven
082075a6.wav,Shatter
0823f693.wav,Printer
082b10d7.wav,Gong
082e0755.wav,Glockenspiel
083fa6b4.wav,Knock
084a3cb0.wav,"Screaming,Yell"
084a8851.wav,"Electric_guitar,Strum"
0853b5b2.wav,Burping_and_eructation
0853e0df.wav,Marimba_and_xylophone
086716f4.wav,"Squeak,Writing"
086eb83c.wav,Slam
088aafb8.wav,"Drip,Sink_(filling_or_washing),Water_tap_and_faucet"
08903981.wav,Cutlery_and_silverware
08a5c994.wav,"Fill_(with_liquid),Sink_(filling_or_washing)"
08a9c575.wav,Crackle
08b28fc1.wav,Writing
08bbd169.wav,Bark
08d21a2f.wav,Female_speech_and_woman_speaking
08ecbabe.wav,Printer
08f26926.wav,Tap
090ec1e9.wav,Run
09467c17.wav,Bass_drum
09489a4d.wav,"Female_speech_and_woman_speaking,Yell"
0948bee1.wav,Frying_(food)
096d4ea9.wav,"Trickle_and_dribble,Water_tap_and_faucet"
09904fa0.wav,Bus
0991f0a6.wav,Walk_and_footsteps
099967d7.wav,Bicycle_bell
09a3f30d.wav,Cupboard_open_or_close
09ab7274.wav,Whispering
09b0e193.wav,Child_speech_and_kid_speaking
09baece9.wav,Purr
09be0615.wav,Marimba_and_xylophone
09c3bf9c.wav,Cricket
09ea7d4b.wav,Harmonica
09f9f88a.wav,"Male_speech_and_man_speaking,Yell"
0a2895b8.wav,Mechanical_fan
0a3180bb.wav,Harmonica
0a33c182.wav,Stream
0a384bc7.wav,Cupboard_open_or_close
0a9bebde.wav,Electric_guitar
0a9c90be.wav,Bark
0a9f7b92.wav,Female_speech_and_woman_speaking
0ab47a4c.wav,Frying_(food)
0abd0eb8.wav,Tap
0abe5490.wav,"Applause,Crowd,Cheering"
0ad3bda4.wav,Sigh
0afcd866.wav,Meow
0afd6e4d.wav,Gasp
0afe72a0.wav,Harmonica
0b32531f.wav,Crackle
0b4aa3a9.wav,Gurgling
0b5181e9.wav,Meow
0b56ee61.wav,"Fill_(with_liquid),Water_tap_and_faucet"
0b576f4a.wav,"Shatter,Chink_and_clink"
0b593941.wav,Bark
0b76a30a.wav,Motorcycle
0b8c8a7f.wav,Knock
0b8ec4ea.wav,Printer
0b92c232.wav,Frying_(food)
0b949bce.wav,Hi-hat
0b9906f7.wav,Tick-tock
0ba562eb.wav,"Crowd,Cheering"
0ba9b46f.wav,Accelerating_and_revving_and_vroom
0baae49b.wav,Keys_jangling
0bbc3b34.wav,Church_bell
0bbf64cd.wav,Sneeze
0bc38b08.wav,Male_speech_and_man_speaking
0bdd6f5c.wav,Slam
0be62038.wav,Child_speech_and_kid_speaking
0bedc75d.wav,Gong
0bef339c.wav,"Clapping,Chirp_and_tweet"
0bf07c62.wav,Bark
0bf4a43b.wav,Crackle
0bfe7e74.wav,Bark
0c0fdf50.wav,"Electric_guitar,Squeak"
0c17c463.wav,Sneeze
0c1ed3d9.wav,Accordion
0c1fea9f.wav,Male_singing
0c28d31c.wav,Crackle
0c2bf32c.wav,Microwave_oven
0c2c5c75.wav,Accelerating_and_revving_and_vroom
0c380380.wav,Hiss
0c4daa47.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
0c8fd5b4.wav,Bicycle_bell
0caebdd8.wav,Bus
0cb195f0.wav,Sneeze
0cbc10f0.wav,Male_singing
0cd1b919.wav,Keys_jangling
0ce4712f.wav,Mechanical_fan
0cf16951.wav,Clapping
0cfe23f5.wav,Knock
0d06ee8b.wav,Toilet_flush
0d0c1e12.wav,Squeak
0d0f7466.wav,Electric_guitar
0d0f897b.wav,Fill_(with_liquid)
0d26d36a.wav,Church_bell
0d2f75e6.wav,Electric_guitar
0d32d3ce.wav,Clapping
0d5591e9.wav,Burping_and_eructation
0d6c5eef.wav,Tap
0d792e36.wav,Shatter
0d904cd7.wav,Bark
0da0720b.wav,"Female_singing,Male_singing"
0da4e56c.wav,Hiss
0daef120.wav,Gong
0de1b5da.wav,Meow
0dfedcfb.wav,Chirp_and_tweet
0e081c76.wav,Burping_and_eructation
0e09eacd.wav,Female_singing
0e0d4cf6.wav,"Squeak,Walk_and_footsteps"
0e2b6912.wav,Church_bell
0e2bd984.wav,Gong
0e2fa988.wav,Motorcycle
0e396c69.wav,Glockenspiel
0e3f7010.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
0e4f400a.wav,Computer_keyboard
0e7b1902.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
0e7ed5d5.wav,Whispering
0e7f526e.wav,Gong
0e97fc0c.wav,Keys_jangling
0ea117ff.wav,Burping_and_eructation
0ea2b567.wav,Keys_jangling
0ea3fc0c.wav,Bus
0ea7ac9f.wav,Waves_and_surf
0ec91836.wav,Run
0ecc5527.wav,Printer
0ee9f15d.wav,Cupboard_open_or_close
0ef058e0.wav,"Walk_and_footsteps,Slam"
0efbb215.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
0f01da14.wav,Electric_guitar
0f12931e.wav,Whispering
0f1856a3.wav,Bicycle_bell
0f1c8f0c.wav,Accordion
0f2eec08.wav,Trickle_and_dribble
0f301184.wav,Clapping
0f367db9.wav,Slam
0f381587.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
0f3e8cd2.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
0f57c1ab.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
0f59fd58.wav,"Screaming,Yell"
0f5c8134.wav,Traffic_noise_and_roadway_noise
0f622d54.wav,Run
0f818ba3.wav,Trickle_and_dribble
0f8eb9a4.wav,Marimba_and_xylophone
0f96f548.wav,"Applause,Cheering"
0f9ecbf8.wav,Sneeze
0fad34a4.wav,"Applause,Cheering"
0faeaee0.wav,Marimba_and_xylophone
0fbb5aa0.wav,Accordion
0fc60c54.wav,Gurgling
10138a66.wav,Toilet_flush
10169afe.wav,Purr
101b5708.wav,Waves_and_surf
1028e1e3.wav,"Acoustic_guitar,Strum"
103311c2.wav,Stream
10398a99.wav,Sigh
103e131b.wav,Male_speech_and_man_speaking
105779c4.wav,Microwave_oven
105e51ce.wav,Bass_drum
10694ac0.wav,Run
1076b43b.wav,Fart
10875c25.wav,Stream
10896108.wav,Computer_keyboard
1089aeec.wav,Chirp_and_tweet
10973b38.wav,Bicycle_bell
10b04d17.wav,Sneeze
10c75a64.wav,Sneeze
10c821a2.wav,Finger_snapping
10d27c8a.wav,Sigh
10ddcfd5.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Chink_and_clink"
10e6b5b0.wav,Traffic_noise_and_roadway_noise
10e735ff.wav,Bathtub_(filling_or_washing)
110235bc.wav,Accordion
11093fcb.wav,"Car_passing_by,Race_car_and_auto_racing"
113d718f.wav,Scissors
115075fa.wav,Fill_(with_liquid)
1160023b.wav,Computer_keyboard
11668ebe.wav,Church_bell
116b46de.wav,Chewing_and_mastication
116d3c90.wav,Male_singing
11867736.wav,Sigh
11927659.wav,"Squeak,Slam"
1195f1b1.wav,Bus
11a3989f.wav,Whispering
11a4677f.wav,Accelerating_and_revving_and_vroom
11ae6286.wav,Male_speech_and_man_speaking
11c35afd.wav,Clapping
11c50e59.wav,Bass_drum
11cb0b22.wav,Drawer_open_or_close
11e6a84b.wav,Screaming
12248a61.wav,Child_speech_and_kid_speaking
1228a986.wav,Bus
124a906e.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
12745fe9.wav,Harmonica
1277e6da.wav,Hiss
1291a031.wav,Tick-tock
129f04b3.wav,Bass_guitar
12b153fa.wav,Run
12c5e852.wav,Microwave_oven
12c8643b.wav,Bathtub_(filling_or_washing)
12d91557.wav,Tick-tock
12e1ee91.wav,Fart
12eb601a.wav,Tick-tock
12f56dc6.wav,"Applause,Cheering,Clapping"
1304facb.wav,Bass_guitar
130aa63f.wav,"Applause,Cheering"
132240f8.wav,Frying_(food)
132cec85.wav,"Applause,Crowd,Cheering"
13313897.wav,Zipper_(clothing)
1353b699.wav,Trickle_and_dribble
135cbca2.wav,Walk_and_footsteps
1392ceaa.wav,Gurgling
13949a07.wav,Tick-tock
13994bbd.wav,Chewing_and_mastication
13a1cc6d.wav,Microwave_oven
13bff01c.wav,Whispering
13e17511.wav,Bathtub_(filling_or_washing)
13eb02c3.wav,Bus
13ec06e4.wav,Motorcycle
13f5ce06.wav,Fart
13f90488.wav,Gong
140b0979.wav,Bathtub_(filling_or_washing)
14185b46.wav,Chink_and_clink
141cdbc8.wav,"Acoustic_guitar,Strum"
141f5811.wav,"Tap,Clapping"
1441c18b.wav,"Electric_guitar,Strum"
1447e255.wav,Whispering
1455fb90.wav,Accelerating_and_revving_and_vroom
145fc5a7.wav,Bus
14670333.wav,Computer_keyboard
1471bab1.wav,Bass_drum
14778c22.wav,Scissors
14a37521.wav,Walk_and_footsteps
14a60900.wav,Traffic_noise_and_roadway_noise
14c64597.wav,Toilet_flush
15076c03.wav,Car_passing_by
1510cec9.wav,"Screaming,Yell"
1528259b.wav,"Drip,Gurgling"
152fc7ef.wav,Fill_(with_liquid)
1536cdfe.wav,Zipper_(clothing)
1556167f.wav,Keys_jangling
155cc22a.wav,Crackle
1561f69c.wav,Drawer_open_or_close
156317f5.wav,Toilet_flush
1564c299.wav,Frying_(food)
15650496.wav,Chink_and_clink
157ce4ea.wav,Raindrop
1588dfe0.wav,"Female_speech_and_woman_speaking,Yell"
15936977.wav,Cricket
15948929.wav,Female_speech_and_woman_speaking
15a065ae.wav,Keys_jangling
15a681c2.wav,"Stream,Chirp_and_tweet"
15b4d674.wav,Knock
15b8f8a1.wav,Bark
15bd124a.wav,Traffic_noise_and_roadway_noise
15d94574.wav,Mechanical_fan
15f38a8e.wav,Run
160f7562.wav,"Male_speech_and_man_speaking,Yell"
1612366a.wav,Accordion
16133767.wav,"Motorcycle,Accelerating_and_revving_and_vroom"
162548b7.wav,Chirp_and_tweet
16316726.wav,Finger_snapping
1635608f.wav,Glockenspiel
16406a8c.wav,"Squeak,Cupboard_open_or_close"
1645eb58.wav,Marimba_and_xylophone
1677b929.wav,Glockenspiel
169e40a6.wav,Scissors
16b49662.wav,Printer
16b79ae3.wav,Purr
16b7dc4c.wav,Cricket
16c8fe3f.wav,Fill_(with_liquid)
16dda2ae.wav,"Cutlery_and_silverware,Drawer_open_or_close"
16e101d4.wav,Sigh
16f547f9.wav,Bass_drum
16fd46e8.wav,Motorcycle
17079df8.wav,Bass_guitar
1719ab6d.wav,Waves_and_surf
171f783c.wav,Crackle
17431ee1.wav,Bathtub_(filling_or_washing)
174d3f13.wav,Toilet_flush
174eecf1.wav,Run
17702ec2.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
1797235d.wav,"Squeak,Walk_and_footsteps"
179f2a74.wav,Bark
17a1cd61.wav,Burping_and_eructation
17aafc70.wav,"Raindrop,Drip"
17b60afb.wav,Burping_and_eructation
17bccba6.wav,Printer
17be505b.wav,Purr
17c09be3.wav,Motorcycle
17c5fff8.wav,Harmonica
17c999bb.wav,Whispering
17d875e5.wav,Fart
17df5e17.wav,Yell
17f35ba6.wav,Fill_(with_liquid)
1813b871.wav,Bass_guitar
181b4f5d.wav,Motorcycle
1829fa7f.wav,Scissors
18370335.wav,Bark
1846a192.wav,Crackle
185174d8.wav,Chink_and_clink
185c6622.wav,Tick-tock
18689b49.wav,Accordion
18733926.wav,Gurgling
188009d1.wav,Accordion
188106d9.wav,Hiss
1888b369.wav,Scissors
188ae5ec.wav,Tick-tock
188fce41.wav,Male_speech_and_man_speaking
18991bbf.wav,Knock
18afb50b.wav,Skateboard
18ce4d73.wav,Meow
18d5dcfd.wav,Glockenspiel
18e2c03c.wav,Bicycle_bell
19105052.wav,Computer_keyboard
1912ee5a.wav,Chewing_and_mastication
192bacfd.wav,Scissors
192cc9c9.wav,Mechanical_fan
19326eae.wav,Church_bell
19385668.wav,Traffic_noise_and_roadway_noise
1974b562.wav,Skateboard
19983223.wav,"Fill_(with_liquid),Bathtub_(filling_or_washing)"
199d1e79.wav,Bathtub_(filling_or_washing)
19a88f16.wav,Buzz
1a02ce47.wav,Meow
1a056a3e.wav,Stream
1a081dec.wav,"Applause,Crowd,Cheering"
1a1980f1.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
1a2a62da.wav,Harmonica
1a33e6af.wav,Hiss
1a430d97.wav,Shatter
1a4c3769.wav,Gurgling
1a4e0ae4.wav,Trickle_and_dribble
1a4e52c5.wav,Tap
1a589226.wav,Bark
1a598ecc.wav,Zipper_(clothing)
1a7d5cc2.wav,Traffic_noise_and_roadway_noise
1a94671f.wav,Fart
1a959921.wav,"Raindrop,Drip"
1a9f2ce8.wav,Gasp
1aa41492.wav,Motorcycle
1abc9afd.wav,Tick-tock
1ac703b0.wav,Run
1acaf122.wav,Male_singing
1b033cd6.wav,Skateboard
1b1dc76c.wav,Computer_keyboard
1b288941.wav,Printer
1b2993de.wav,Burping_and_eructation
1b3a51e2.wav,"Trickle_and_dribble,Water_tap_and_faucet"
1b3eca9e.wav,Marimba_and_xylophone
1b4b0474.wav,Shatter
1b69e0ab.wav,"Electric_guitar,Squeak"
1b6e74e0.wav,Church_bell
1b764c82.wav,Sigh
1b7bfce2.wav,Zipper_(clothing)
1b84c675.wav,Glockenspiel
1b897583.wav,Frying_(food)
1b913c10.wav,Cricket
1b9c723e.wav,Shatter
1bbe8636.wav,Sigh
1bd8b55a.wav,Bass_guitar
1be4862f.wav,Shatter
1c05f9b3.wav,Drawer_open_or_close
1c2c8b7e.wav,Gong
1c3e78bf.wav,Drawer_open_or_close
1c46064a.wav,Keys_jangling
1c545ffa.wav,Sigh
1c5ecd96.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
1c5f65c7.wav,Bass_guitar
1c6176a1.wav,Knock
1c693c61.wav,Cutlery_and_silverware
1c6cdffa.wav,Buzz
1c7f3127.wav,Writing
1cd178fa.wav,"Raindrop,Drip"
1ce4fa3c.wav,Mechanical_fan
1cec80c8.wav,Drawer_open_or_close
1cf40f8a.wav,Cupboard_open_or_close
1d0d3df0.wav,Scissors
1d0f9636.wav,Church_bell
1d27d006.wav,Mechanical_fan
1d316f64.wav,Printer
1d35e64d.wav,Accordion
1d3bc071.wav,Computer_keyboard
1d3f1fc8.wav,Mechanical_fan
1d44b0bd.wav,Whispering
1d51494b.wav,Female_singing
1d51b418.wav,"Applause,Crowd"
1d721e8a.wav,Chink_and_clink
1d947d94.wav,Bicycle_bell
1db7a9ff.wav,Church_bell
1db95302.wav,Marimba_and_xylophone
1dbbd407.wav,Bathtub_(filling_or_washing)
1dbedd13.wav,Bus
1dbf40a4.wav,Electric_guitar
1dc4ef89.wav,Gong
1dcff5d3.wav,Church_bell
1dd2b0d4.wav,Bicycle_bell
1df3ad98.wav,Burping_and_eructation
1df96ed1.wav,"Applause,Crowd,Cheering"
1e0a83aa.wav,Toilet_flush
1e0effe5.wav,"Male_speech_and_man_speaking,Yell"
1e14c378.wav,Writing
1e380531.wav,"Cheering,Clapping"
1e3cabb3.wav,Zipper_(clothing)
1e43e6de.wav,Glockenspiel
1e67dfd2.wav,Toilet_flush
1e6bfa17.wav,Microwave_oven
1e761a0d.wav,Cricket
1e909392.wav,Bass_drum
1e9396d3.wav,Race_car_and_auto_racing
1ea3b0ef.wav,"Electric_guitar,Bass_guitar"
1ec61c9b.wav,Fill_(with_liquid)
1edae588.wav,Bass_drum
1eeeb02f.wav,Bass_drum
1ef24cff.wav,Chink_and_clink
1ef3a5eb.wav,Run
1f0aabd0.wav,Marimba_and_xylophone
1f0c13d1.wav,"Acoustic_guitar,Strum"
1f15dd93.wav,Electric_guitar
1f283276.wav,Female_singing
1f3b7fe5.wav,Tap
1f3c9ffb.wav,"Cutlery_and_silverware,Drawer_open_or_close"
1f3dea4c.wav,Walk_and_footsteps
1f454dbf.wav,Gurgling
1f5cc6b7.wav,Skateboard
1f685a7e.wav,Hiss
1f6bbecb.wav,Harmonica
1f6fc8d3.wav,Church_bell
1f7862d9.wav,Drawer_open_or_close
1f79ce6a.wav,"Crowd,Cheering,Yell"
1f86be6b.wav,"Drip,Sink_(filling_or_washing)"
1f87beef.wav,Accordion
1f887d49.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
1f9594a7.wav,Hi-hat
1f9d5aa1.wav,Car_passing_by
1fa83338.wav,Hiss
1fa867aa.wav,Finger_snapping
1fb887c7.wav,Sigh
1fba0a3f.wav,"Applause,Cheering,Clapping"
1fe35577.wav,Knock
1fe3b4ca.wav,Tick-tock
1ff3bef5.wav,Chirp_and_tweet
1ff7d782.wav,Harmonica
2006e384.wav,Hi-hat
202090cf.wav,Gasp
2037232e.wav,"Acoustic_guitar,Strum"
204908cf.wav,Writing
205403f8.wav,Bus
20682498.wav,Race_car_and_auto_racing
206dce4c.wav,Screaming
2070d79e.wav,"Acoustic_guitar,Strum"
208f8291.wav,Printer
209d20a2.wav,Fart
209eb37d.wav,Computer_keyboard
20a262ac.wav,"Acoustic_guitar,Strum"
20adca87.wav,Hi-hat
20ae2882.wav,Skateboard
20b02aa6.wav,"Meow,Purr"
20d80309.wav,"Raindrop,Drip,Water_tap_and_faucet"
20d81662.wav,Glockenspiel
20e57534.wav,Zipper_(clothing)
20e7a4a5.wav,Cupboard_open_or_close
20f80294.wav,Walk_and_footsteps
20fbad66.wav,Glockenspiel
21065bd2.wav,Marimba_and_xylophone
21082fb0.wav,Car_passing_by
21152af4.wav,Bathtub_(filling_or_washing)
211717bf.wav,Skateboard
21183998.wav,Clapping
211d5b90.wav,Zipper_(clothing)
2136213c.wav,Whispering
214cac82.wav,Crackle
217b2978.wav,"Motorcycle,Accelerating_and_revving_and_vroom"
217bde78.wav,Scissors
217beeff.wav,Marimba_and_xylophone
218a25cd.wav,Yell
219f0459.wav,"Knock,Slam"
21b5e349.wav,Sneeze
21c2026c.wav,"Tap,Dishes_and_pots_and_pans"
21c42e09.wav,Microwave_oven
21ee2fc0.wav,Chink_and_clink
21ef7b42.wav,Chewing_and_mastication
221312ec.wav,Whispering
2220b3e8.wav,"Acoustic_guitar,Strum"
222ae82e.wav,Motorcycle
22371cd0.wav,Male_speech_and_man_speaking
223d8ad3.wav,Drawer_open_or_close
2254783e.wav,Tap
22819216.wav,Meow
228212bb.wav,Bus
228a779e.wav,Toilet_flush
2297374f.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
229dcd9a.wav,Child_speech_and_kid_speaking
22a34e4e.wav,Car_passing_by
22a64751.wav,Sigh
22af36ad.wav,Keys_jangling
22b2759d.wav,Race_car_and_auto_racing
22b55839.wav,Hi-hat
22bc52dd.wav,Male_singing
22c62012.wav,Microwave_oven
22c82663.wav,Screaming
22ceb5f3.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
22cf8734.wav,Chewing_and_mastication
22d45131.wav,"Trickle_and_dribble,Water_tap_and_faucet"
22f79420.wav,Skateboard
22fabd8c.wav,Toilet_flush
2303440b.wav,Hiss
2306736e.wav,Hi-hat
2317c318.wav,Shatter
2326dece.wav,"Electric_guitar,Strum"
23376d03.wav,Harmonica
234aef2b.wav,Mechanical_fan
23528c2b.wav,Child_speech_and_kid_speaking
23570fba.wav,Writing
235ca948.wav,Hiss
236a3c5b.wav,Gong
237ae73c.wav,Male_singing
2380cfcc.wav,Bass_guitar
2382e924.wav,Printer
239765ad.wav,Male_singing
23aadf70.wav,Fill_(with_liquid)
23b1b3ce.wav,Knock
23b97f49.wav,Sneeze
23bb80b6.wav,Fill_(with_liquid)
23bdf4ed.wav,Chirp_and_tweet
23c09b69.wav,Burping_and_eructation
23e73d11.wav,Zipper_(clothing)
23ee33f6.wav,Fart
23ef66b9.wav,Sneeze
23ef72c2.wav,Chirp_and_tweet
23f3be5c.wav,Clapping
24134a34.wav,Bicycle_bell
241cab5c.wav,Scissors
242fac4b.wav,Bass_guitar
2430b5f2.wav,Male_singing
24334f89.wav,Toilet_flush
2442866d.wav,Printer
2445fae8.wav,Stream
2475c27b.wav,Hi-hat
2494ce83.wav,Purr
24a0b0d0.wav,"Raindrop,Drip"
24a79ce3.wav,Waves_and_surf
24c4eea5.wav,Crackle
24db7e1c.wav,Bathtub_(filling_or_washing)
24e7046b.wav,Burping_and_eructation
24e7e6f1.wav,Car_passing_by
24ea8eb8.wav,Race_car_and_auto_racing
24ef9e2a.wav,Sigh
24fa5c16.wav,Hi-hat
24fa7afe.wav,Bass_drum
25033c9b.wav,Sigh
2521ca32.wav,Car_passing_by
252c287d.wav,Purr
25491b93.wav,Zipper_(clothing)
255d71ac.wav,Drip
256ca03e.wav,Zipper_(clothing)
2572b0a2.wav,Scissors
2574486c.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
258ba628.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
25b45b4b.wav,"Raindrop,Drip"
25b7253d.wav,Bus
25d724b3.wav,Accelerating_and_revving_and_vroom
25f91c87.wav,Finger_snapping
260412f6.wav,Waves_and_surf
260b9260.wav,"Acoustic_guitar,Strum"
2611b5e9.wav,Shatter
26213be3.wav,Marimba_and_xylophone
262cc5df.wav,Knock
2633a988.wav,Fill_(with_liquid)
2635b3fe.wav,Church_bell
2640f8fe.wav,Fart
264663e5.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
2650688f.wav,Zipper_(clothing)
2652dbc4.wav,Frying_(food)
26612c89.wav,Female_speech_and_woman_speaking
26627866.wav,Buzz
26831106.wav,Gong
26863e33.wav,Sneeze
269bdf11.wav,"Applause,Crowd,Cheering"
26bce1d8.wav,Clapping
26ce6750.wav,Tick-tock
26ef2725.wav,Yell
26f6f4c7.wav,Crackle
26f96160.wav,"Walk_and_footsteps,Stream"
27089611.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
270f0610.wav,Microwave_oven
2711fd04.wav,Purr
27348d4f.wav,"Squeak,Cupboard_open_or_close"
2739706c.wav,Crackle
275b7037.wav,Meow
275dae40.wav,Bus
276696fe.wav,Skateboard
276fca70.wav,Bark
277091a6.wav,"Raindrop,Drip"
279b2071.wav,Gong
27b8aa89.wav,Zipper_(clothing)
27c5526e.wav,Clapping
27dccb98.wav,Accordion
27edb813.wav,Purr
27f44db5.wav,Crackle
27f74f04.wav,Marimba_and_xylophone
27f79a57.wav,Sigh
27fcf4e6.wav,Gurgling
280b22b8.wav,Whispering
281a39a7.wav,Bicycle_bell
2821793b.wav,Computer_keyboard
28348f52.wav,Male_singing
283e4a2c.wav,Motorcycle
283f0a7e.wav,"Walk_and_footsteps,Run"
2842633f.wav,Keys_jangling
